c0,c1,c2,c3,c4,c5,c6,c7,c8
N,F,2729906.0,307.0,472317.13,449299.5484,467161.74607,0.52,12
N,F,2817913.0,73.0,118348.99,112716.8426,113806.826634,0.16,3
N,F,265722.0,509.0,703951.54,672966.0766,706930.001351,0.92,19
N,F,654530.0,310.0,486006.14,460129.1956,478904.421213,0.62,12
N,F,764149.0,74.0,113929.16,109273.3372,113050.827932,0.1,3
N,F,1558170.0,20.0,35360.2,32884.986,35515.78488,0.07,1
N,F,1587947.0,226.0,358698.5,347779.3222,366164.837972,0.39,10
N,F,1863549.0,287.0,460506.73,435456.0567,453529.333928,0.5,10
N,F,2173182.0,42.0,76208.58,70111.8936,71514.131472,0.08,1
N,F,2173183.0,298.0,442547.55,410543.7588,424707.923965,0.88,12
N,F,2435811.0,31.0,43884.84,42129.4464,43393.329792,0.04,1
N,F,1412594.0,332.0,495457.62,478918.8222,502173.312817,0.61,13
N,F,548100.0,188.0,284355.45,269236.6544,278898.566062,0.26,6
N,F,551214.0,69.0,98962.71,94222.2729,97260.735306,0.2,3
N,F,573981.0,87.0,109015.17,101657.3795,106895.94927,0.44,6
N,F,724681.0,254.0,390761.45,359681.1513,375658.644922,0.81,10
N,F,895374.0,77.0,119401.9,112133.0108,119049.387532,0.37,6
N,F,1346251.0,177.0,285750.86,268212.6573,279972.497977,0.55,9
N,F,1396497.0,54.0,77784.12,73080.8244,77766.699348,0.09,2
N,F,1506575.0,13.0,13249.21,12719.2416,12846.434016,0.04,1
N,F,2107929.0,301.0,490665.36,458291.695,476775.422942,0.62,10
N,F,2529482.0,314.0,458028.17,442460.1083,461367.543831,0.48,13
N,F,2804714.0,38.0,52200.32,50953.1763,54188.453159,0.17,4
N,F,1235349.0,186.0,305483.85,290024.9381,295764.212872,0.41,8
N,F,1664032.0,177.0,223850.86,216409.4542,229829.728912,0.15,5
N,F,2602807.0,131.0,179925.75,170622.208,173182.773311,0.34,7
N,F,2921533.0,331.0,534520.79,501154.7333,524711.020787,0.84,15
N,F,608998.0,72.0,96015.95,91558.8484,96302.573778,0.36,7
N,F,1058677.0,329.0,484287.42,455102.9526,478511.015833,0.75,13
N,F,1408774.0,304.0,451453.02,434555.48,453617.734424,0.65,14
N,F,1787884.0,181.0,308896.11,288794.4147,301046.387005,0.43,7
N,F,2308361.0,95.0,129370.16,119985.8216,129200.92923,0.35,5
N,F,52048.0,224.0,361140.38,341045.7011,359923.26575,0.34,7
N,F,156736.0,189.0,303254.42,289258.7661,295611.86088,0.27,7
N,F,623293.0,115.0,153538.64,144357.5642,149548.380772,0.37,6
N,F,1345416.0,175.0,251788.03,239096.7965,247669.747285,0.44,8
N,F,1586216.0,152.0,244134.4,233180.2236,242733.748754,0.26,6
N,F,1671672.0,46.0,65019.62,63719.2276,68816.765808,0.02,1
N,F,1804764.0,244.0,378227.72,356257.8733,372930.778716,0.69,11
N,F,1999850.0,37.0,60352.07,58470.1752,59837.193312,0.06,2
N,F,2485564.0,74.0,114291.79,105552.7506,106897.77342,0.19,3
N,F,45724.0,189.0,295537.46,279549.074,290922.31695,0.61,10
N,F,55052.0,83.0,117501.33,108936.054,112247.187312,0.36,5
N,F,66285.0,120.0,134981.84,127884.8952,133292.933328,0.16,4
N,F,66286.0,226.0,341793.7,321380.1088,335433.803728,0.46,10
N,F,326308.0,212.0,264982.71,252369.8727,262397.639865,0.45,9
N,F,1438901.0,384.0,506145.55,491050.8811,504768.400742,0.44,14
N,F,1669433.0,350.0,547938.73,513133.3641,527042.484693,0.92,16
N,F,1780322.0,104.0,156889.54,154655.59,163709.609972,0.06,4
N,F,2367240.0,82.0,146970.88,143145.99,148056.656382,0.1,5
N,F,2512202.0,77.0,112872.93,106178.8767,110680.886688,0.23,4
N,F,2648563.0,95.0,147636.67,143115.9468,145571.035758,0.14,4
N,F,2783797.0,318.0,495834.1,467105.0241,479325.3247,0.64,11
N,F,2783798.0,289.0,487308.17,469845.6506,490493.425719,0.63,14
N,F,409684.0,462.0,641030.69,597809.7391,631173.333676,1.19,18
N,F,670305.0,138.0,199678.12,195307.3918,204235.01778,0.15,5
N,F,887642.0,20.0,23040.73,22253.7632,23279.144402,0.07,2
N,F,1034711.0,133.0,189363.41,176259.2008,180404.591216,0.36,5
N,F,1367683.0,47.0,82892.02,74602.818,74602.818,0.1,1
N,F,1573786.0,284.0,405736.13,388344.5995,394849.348487,0.57,12
N,F,2670680.0,7.0,10407.63,9888.6843,9920.502855,0.11,2
N,F,2670681.0,194.0,284323.99,268420.3297,282116.433351,0.39,7
N,F,2735063.0,218.0,334032.65,317348.9526,330037.053852,0.44,10
N,F,2807346.0,2.0,2292.12,2062.908,2166.0534,0.1,1
N,F,2816893.0,47.0,60603.02,59030.5196,59860.927172,0.07,3
N,F,9328.0,24.0,35224.32,32054.1312,32695.213824,0.09,1
N,F,181810.0,65.0,100219.59,96698.9032,98015.40498,0.16,3
N,F,375246.0,27.0,47286.26,44844.3524,47337.379544,0.06,2
N,F,482821.0,111.0,146193.28,140299.6236,146744.061664,0.19,4
N,F,744922.0,347.0,497913.33,467763.2699,485433.643418,0.63,12
N,F,924335.0,11.0,17785.35,16362.522,16526.14722,0.08,1
N,F,1000607.0,31.0,37476.91,35228.2954,37012.151166,0.12,2
N,F,1314304.0,53.0,95159.55,88330.1413,92922.134936,0.21,3
N,F,1771752.0,394.0,563779.88,534729.9797,553821.353065,0.79,15
N,F,2009984.0,101.0,146667.8,140651.4268,144850.404504,0.18,4
N,F,60354.0,231.0,326475.86,308420.6972,322873.234,0.73,12
N,F,901601.0,151.0,225158.79,212507.0765,223645.492303,0.35,6
N,F,997818.0,169.0,287343.37,264539.3319,277985.200737,0.38,5
N,F,1102916.0,287.0,417680.66,394573.2578,404386.990632,0.54,10
N,F,1238901.0,174.0,267675.04,252289.2077,265220.023607,0.29,6
N,F,1930381.0,135.0,173503.64,161698.5203,165842.21436,0.28,4
N,F,34769.0,200.0,318984.38,304444.3173,316620.645818,0.45,9
N,F,44196.0,214.0,351438.7,330033.6607,341026.949781,0.53,10
N,F,744671.0,146.0,210424.68,195789.7846,208026.891294,0.41,6
N,F,978782.0,42.0,63653.54,62632.4136,63915.857856,0.09,3
N,F,1201547.0,28.0,50581.08,48246.9075,48729.376575,0.11,2
N,F,1343227.0,249.0,357774.96,339212.0303,350776.344552,0.46,9
N,F,2260959.0,361.0,512789.23,491656.2572,509733.67708,0.41,10
N,F,297619.0,83.0,124296.9,112645.568,117669.40934,0.27,3
N,F,623423.0,110.0,176143.22,163236.9752,168034.24364,0.33,5
N,F,1248887.0,107.0,127822.07,125483.934,130909.69762,0.15,4
N,F,2008315.0,408.0,652437.75,614513.847,645282.108885,0.74,12
N,F,2008316.0,319.0,461540.21,436838.1779,447277.869995,0.6,11
N,F,2319811.0,192.0,291567.11,282381.6161,295465.314114,0.25,9
N,F,2551078.0,102.0,137849.95,129454.1591,135075.583655,0.16,4
N,F,2739287.0,116.0,153918.38,144009.9895,150483.502104,0.27,4
N,F,1569441.0,64.0,100966.29,98166.2906,102676.870708,0.13,4
N,F,1569442.0,254.0,426847.09,396262.4896,413766.193625,0.65,10
N,F,1667917.0,72.0,86796.11,83324.2656,86258.828352,0.12,3
N,F,1730336.0,253.0,368717.72,350013.39,365655.265118,0.5,11
N,F,2251814.0,399.0,597131.24,556804.6585,583490.152802,0.95,15
N,F,2443303.0,33.0,38547.17,37281.2579,37921.765938,0.07,2
N,F,2490665.0,159.0,280228.17,268398.1713,276909.756272,0.38,10
N,F,1021056.0,225.0,309823.35,296259.1614,306388.43766,0.3,7
N,F,1431430.0,16.0,25688.16,23119.344,23350.53744,0.1,1
N,F,1646469.0,334.0,460712.85,437278.4119,453347.25378,0.57,10
N,F,1996910.0,173.0,283447.43,265363.5469,274329.95187,0.58,10
N,F,2071929.0,208.0,363218.58,344779.753,361209.530796,0.44,9
N,F,2112865.0,97.0,145298.52,138814.4814,140928.243744,0.27,5
N,F,2511639.0,81.0,142622.89,135057.9989,136276.546221,0.15,4
N,F,2614769.0,148.0,222917.98,212571.2507,216650.689021,0.29,7
N,F,2707335.0,154.0,216674.3,212595.3468,220871.54414,0.08,5
N,F,732747.0,326.0,433533.66,409099.7497,424927.153363,0.62,11
N,F,791623.0,9.0,13344.12,12543.4728,13170.64644,0.06,1
N,F,1796189.0,287.0,421709.45,399160.0791,413401.438822,0.78,13
N,F,2092614.0,83.0,114154.64,108744.045,112385.782204,0.26,5
N,F,2629565.0,123.0,163997.43,156494.7502,164049.618288,0.22,5
N,F,165201.0,64.0,95750.27,93451.7892,98816.591748,0.08,3
N,F,165202.0,188.0,285358.79,271964.3807,284289.371045,0.3,8
N,F,596110.0,281.0,401227.56,384211.7389,402978.601298,0.51,11
N,F,616052.0,49.0,55539.54,53317.9584,55450.676736,0.04,1
N,F,766164.0,64.0,92261.44,86946.7376,91713.94408,0.11,2
N,F,816228.0,207.0,323527.11,308534.9356,321217.272067,0.58,11
N,F,1469788.0,555.0,819989.61,784950.7341,815446.330559,0.88,20
N,F,1710194.0,260.0,377948.66,357427.2183,379028.925353,0.44,8
N,F,1731960.0,408.0,549326.0,521696.476,542105.4211,1.03,20
N,F,153091.0,149.0,215146.85,207244.9043,217166.761043,0.28,6
N,F,153092.0,133.0,191333.01,182384.5467,190430.155839,0.32,6
N,F,529226.0,150.0,191937.09,180037.353,190210.72398,0.31,6
N,F,884679.0,347.0,559981.52,525985.2493,543547.245593,0.94,17
N,F,1202603.0,44.0,55798.6,52450.684,52975.19084,0.06,1
N,F,1275625.0,81.0,99377.51,96667.6737,100638.849849,0.06,2
N,F,2396783.0,54.0,95103.18,87193.2078,88937.071956,0.12,2
N,F,2272.0,329.0,421755.44,403650.6093,416551.915177,0.43,10
N,F,98884.0,295.0,416192.07,386579.0578,407625.183537,0.82,12
N,F,113428.0,288.0,447112.89,415164.1117,425966.27431,0.6,9
N,F,359175.0,276.0,361113.51,345281.4884,358927.050418,0.36,9
N,F,489438.0,161.0,248745.08,231748.2344,239496.010484,0.42,7
N,F,1192637.0,100.0,127728.8,120067.2638,122870.744176,0.19,3
N,F,1503824.0,175.0,257793.3,243861.7627,256057.062418,0.41,8
N,F,2534037.0,67.0,110081.27,105528.3287,105896.699004,0.12,3
N,F,13150.0,345.0,459417.47,440997.7442,459969.857946,0.53,13
N,F,47788.0,5.0,6108.6,5925.342,6399.36936,0.03,1
N,F,997619.0,68.0,131899.69,123507.2214,130389.92964,0.11,2
N,F,2155563.0,242.0,373628.12,357194.3755,369560.892542,0.42,9
N,F,1038535.0,167.0,243005.83,230103.5654,240401.203756,0.33,6
N,F,1347966.0,256.0,419771.88,396172.7551,411025.749374,0.55,10
N,F,1774878.0,384.0,573793.55,534000.9533,556976.758647,1.06,15
N,F,2361689.0,1.0,1246.01,1121.409,1177.47945,0.1,1
N,F,154531.0,48.0,71846.23,69045.2208,73111.480954,0.11,3
N,F,232621.0,138.0,183150.84,174885.768,184383.4233,0.2,4
N,F,546191.0,337.0,474572.97,450099.8805,458651.625807,0.72,15
N,F,1001928.0,424.0,663086.56,630408.1547,657619.382001,0.75,18
N,F,1667548.0,264.0,391523.47,372190.5341,387299.357124,0.53,10
N,F,1667549.0,248.0,388464.92,369904.1128,386971.748914,0.42,8
N,F,1875166.0,274.0,371735.96,357866.5046,368656.631474,0.32,10
N,F,2005956.0,107.0,185999.61,173233.614,181616.68384,0.42,6
N,F,2046873.0,303.0,507820.76,477095.7082,501085.181185,0.78,13
N,F,2203896.0,135.0,218006.68,204260.1288,211437.124098,0.4,6
N,F,2606334.0,340.0,499437.77,475024.2979,494080.539966,0.86,16
N,F,2630178.0,366.0,523587.28,498229.3138,516932.650114,0.7,15
N,F,2899540.0,140.0,195236.47,182735.4716,189013.527279,0.45,8
N,F,819731.0,89.0,134067.58,125406.8135,131243.353825,0.24,4
N,F,1232347.0,43.0,58116.34,53817.7604,55250.514688,0.27,4
N,F,1669913.0,209.0,320859.94,301672.644,314723.258561,0.62,9
N,F,1684541.0,189.0,270272.75,261937.7557,274630.679805,0.19,6
N,F,1870852.0,367.0,504707.21,471813.144,492321.383272,0.81,12
N,F,2011773.0,337.0,432947.67,409118.7149,431157.565047,0.65,12
N,F,2781557.0,283.0,389532.7,362883.5378,372993.873399,0.71,10
N,F,2857199.0,322.0,462090.13,442894.594,460460.09148,0.6,15
N,F,784028.0,6.0,11561.64,11561.64,11908.4892,0.0,1
N,F,1201397.0,23.0,36237.21,34167.7344,35477.960544,0.12,2
N,F,1580731.0,141.0,184706.35,174410.9537,178955.197295,0.24,6
N,F,1885995.0,152.0,261201.23,249871.7069,256455.796317,0.31,6
N,F,1969302.0,405.0,550009.34,524485.4011,539689.880102,0.62,13
N,F,2041116.0,279.0,432800.12,402853.5872,418812.69542,0.74,13
N,F,141763.0,534.0,736506.79,701005.2641,734191.691892,1.15,20
N,F,768718.0,363.0,569180.69,537242.4721,564199.608707,0.68,13
N,F,936825.0,212.0,294129.04,280214.1402,290943.020593,0.42,9
N,F,1708996.0,136.0,196387.66,192142.6434,200628.72783,0.13,4
N,F,1708997.0,136.0,170343.52,158730.8194,164025.20227,0.24,5
N,F,1744208.0,113.0,123482.45,117552.0879,121377.366243,0.21,4
N,F,2521373.0,18.0,21677.76,20160.3168,21369.935808,0.07,1
N,F,2525833.0,141.0,239116.7,218034.289,221285.848702,0.35,5
N,F,2878377.0,246.0,341541.22,328699.1512,340794.025014,0.47,10
N,F,371198.0,264.0,382826.11,360229.8318,371946.485896,0.67,11
N,F,538029.0,107.0,191038.22,183380.6972,188482.844412,0.14,4
N,F,765346.0,177.0,269498.14,259378.7044,270137.96523,0.27,6
N,F,2497819.0,267.0,369344.19,351276.2653,365702.97094,0.43,8
N,F,22136.0,355.0,595053.82,566383.6578,583910.487676,0.51,11
N,F,31314.0,189.0,254897.23,243144.8973,252226.344266,0.42,10
N,F,1115577.0,113.0,143708.88,136485.5744,143755.386412,0.29,5
N,F,1148414.0,412.0,597068.25,563767.8317,595379.79537,0.83,15
N,F,1514362.0,160.0,221458.03,213324.1674,215575.222459,0.27,7
N,F,177184.0,155.0,265391.87,253808.0798,258209.437777,0.26,6
N,F,197376.0,308.0,505871.69,483029.7288,499103.616467,0.83,15
N,F,300804.0,247.0,360027.36,350171.4123,363183.157968,0.19,8
N,F,532827.0,268.0,411152.74,388408.8768,400130.34015,0.67,13
N,F,1026448.0,482.0,797660.84,756468.0807,783711.932183,0.74,15
N,F,1111039.0,222.0,309266.46,294771.094,305845.165335,0.51,11
N,F,1375020.0,85.0,140212.91,134429.4107,139291.411835,0.09,3
N,F,1563273.0,25.0,40812.5,37547.5,37547.5,0.08,1
N,F,1584040.0,82.0,124735.5,121239.2355,122857.071915,0.11,4
N,F,1617282.0,68.0,121869.05,119035.2684,128558.089872,0.08,2
N,F,2317883.0,259.0,388685.39,371642.7748,382716.719392,0.38,8
N,F,2795784.0,12.0,14948.04,14051.1576,14191.669176,0.06,1
N,F,2855237.0,238.0,348542.49,332872.7367,349103.505014,0.34,8
N,F,277996.0,63.0,82033.18,81666.9216,85841.745264,0.01,2
N,F,367978.0,181.0,283431.06,263553.782,276905.154908,0.39,6
N,F,1176270.0,241.0,342703.34,329420.5701,338394.580236,0.45,11
N,F,1652428.0,185.0,321855.96,303156.5066,308999.461916,0.3,6
N,F,1761896.0,425.0,642625.96,609890.4324,642849.754156,0.69,14
N,F,2331447.0,119.0,189168.87,183925.2493,187802.045779,0.09,3
N,F,2515602.0,355.0,536653.5,504751.2438,519128.683962,0.68,13
N,F,50947.0,186.0,253600.83,240077.8206,250916.013972,0.41,7
N,F,157342.0,121.0,200540.32,193448.7266,197379.280522,0.18,5
N,F,202401.0,107.0,169468.03,158795.2116,166395.018324,0.29,5
N,F,256168.0,137.0,205176.55,194832.146,205147.560362,0.34,8
N,F,256198.0,160.0,221099.91,211531.4104,220682.652988,0.18,4
N,F,555659.0,128.0,232089.29,220482.931,225032.205372,0.22,4
N,F,1919852.0,146.0,187576.33,180340.5396,188792.103306,0.25,6
N,F,1919853.0,160.0,248642.51,239630.7012,246634.342314,0.19,6
N,F,1942075.0,66.0,80462.11,73687.1111,76729.271125,0.27,3
N,F,2204511.0,192.0,271038.46,257403.4658,273084.072694,0.39,9
N,F,2428077.0,175.0,288794.24,273070.4505,280965.84925,0.55,10
N,F,2679431.0,239.0,361147.91,339507.7269,354624.978214,0.72,12
N,F,343753.0,203.0,315447.64,302929.2396,318370.569196,0.31,8
N,F,688973.0,253.0,375397.64,357501.2646,372035.099429,0.73,13
N,F,1308434.0,151.0,260164.62,245011.2799,259666.298903,0.3,6
N,F,1586832.0,429.0,619310.17,591231.5278,623811.331994,0.76,16
N,F,1998860.0,277.0,383718.83,362081.9529,381681.816706,0.63,14
N,F,2926976.0,246.0,321088.29,307034.5061,319946.003055,0.3,7
N,F,67186.0,60.0,77692.89,75424.0509,78039.848898,0.05,2
N,F,380976.0,378.0,585008.95,560485.5714,590235.009077,0.57,13
N,F,788724.0,211.0,311174.02,298438.6646,309100.365884,0.45,9
N,F,805665.0,442.0,581028.43,560336.2427,575607.972553,0.54,14
N,F,861214.0,172.0,230196.66,221071.1476,231453.01818,0.26,6
N,F,2006011.0,219.0,321210.34,298935.4289,304946.615445,0.45,7
N,F,2237728.0,181.0,330795.33,312473.5889,327017.970052,0.33,8
N,F,2753573.0,43.0,68828.49,62858.0874,65401.798572,0.16,2
N,F,2836311.0,139.0,195630.84,184330.03,188672.567586,0.35,6
N,F,527813.0,54.0,71406.15,67629.3708,70334.545632,0.1,2
N,F,649076.0,154.0,257838.65,243742.1505,250810.10005,0.27,6
N,F,684185.0,93.0,149515.3,140376.5438,143543.815968,0.26,4
N,F,2310689.0,286.0,453269.69,426773.5841,452831.188522,0.42,9
N,F,528971.0,134.0,173044.33,164872.1103,173971.791097,0.32,6
N,F,593990.0,240.0,339096.8,319984.3756,328250.111184,0.45,8
N,F,684984.0,140.0,189818.87,180395.1617,188582.18463,0.33,6
N,F,764474.0,170.0,250468.39,243453.3362,250941.25903,0.2,6
N,F,930497.0,113.0,174955.77,171169.4834,180178.367408,0.09,4
N,F,1072814.0,220.0,304661.69,288679.2012,294909.685281,0.37,7
N,F,1199262.0,90.0,153442.43,143360.0477,151273.123183,0.25,6
N,F,1445265.0,61.0,98551.67,89871.6255,96332.77959,0.17,2
N,F,1469322.0,41.0,74538.41,67829.9531,73256.349348,0.09,1
N,F,1530237.0,87.0,119734.26,114944.8896,120287.124288,0.08,2
N,F,1652778.0,93.0,152490.37,145633.8765,154707.399441,0.19,3
N,F,2163750.0,201.0,298856.77,285672.6751,301747.944099,0.36,8
N,F,2860203.0,536.0,756298.86,713526.4857,734501.125687,0.94,16
N,F,167634.0,135.0,200960.11,188476.2338,195610.723356,0.27,5
N,F,222761.0,109.0,162145.91,152045.9378,158317.97252,0.37,6
N,F,1986411.0,627.0,920483.4,871690.1384,909305.577598,1.18,22
N,F,2396397.0,373.0,559371.29,532892.8732,551760.171704,0.68,15
N,F,2916404.0,96.0,139976.66,132343.4418,140493.351456,0.19,4
N,F,2916405.0,290.0,378038.01,359652.0938,370869.469658,0.47,9
N,F,368258.0,227.0,330730.2,318774.3835,334519.522271,0.48,12
N,F,544674.0,259.0,345597.77,332146.719,347675.529132,0.39,9
N,F,676455.0,199.0,281232.17,270247.6981,280265.640701,0.34,9
N,F,700247.0,179.0,277754.0,262990.8328,267931.723534,0.43,7
N,F,941844.0,230.0,361312.07,344704.401,361704.847342,0.53,11
N,F,1198096.0,306.0,444674.34,429905.6351,451510.690582,0.42,12
N,F,1198097.0,40.0,62486.03,60447.8859,62250.904824,0.09,3
N,F,1586150.0,20.0,37067.6,33731.516,34406.14632,0.09,1
N,F,1586151.0,385.0,551597.06,520618.3784,537697.170262,0.56,12
N,F,2110870.0,185.0,267512.06,257507.7374,266024.948186,0.4,9
N,F,2481319.0,204.0,307232.48,301458.5463,309878.115246,0.21,6
N,F,12629.0,220.0,352410.6,336276.2777,346151.704424,0.41,7
N,F,320949.0,140.0,223980.61,215825.0092,221750.687792,0.27,5
N,F,937821.0,167.0,237375.15,225783.352,237872.876628,0.44,8
N,F,1217449.0,309.0,428500.51,412522.975,424148.978716,0.46,14
N,F,1219801.0,318.0,455959.13,438555.3357,455407.430625,0.49,13
N,F,1292254.0,282.0,413441.83,395300.5724,416211.159467,0.4,9
N,F,1413998.0,364.0,576785.15,544954.6745,566380.612436,0.68,13
N,F,1467623.0,256.0,376323.3,363373.4218,381653.355537,0.58,13
N,F,1898302.0,153.0,239618.17,229661.9282,236140.487784,0.27,6
N,F,2116455.0,123.0,190049.31,188144.3095,194572.032165,0.05,3
N,F,2642904.0,252.0,389857.51,373803.8447,388947.778432,0.34,9
N,F,2642905.0,162.0,225552.06,216574.8786,225579.855744,0.24,5
N,F,2743134.0,145.0,192823.52,183015.5211,191164.039707,0.32,7
N,F,164870.0,77.0,114807.25,112065.9855,118234.217115,0.13,3
N,F,404500.0,62.0,68493.45,64632.435,67746.42966,0.1,2
N,F,902224.0,70.0,98329.78,93725.6348,97172.268228,0.08,2
N,F,992079.0,145.0,228467.43,219812.9968,227003.391664,0.2,5
N,F,1406155.0,152.0,245814.31,236900.2335,247033.78359,0.34,7
N,F,1491533.0,34.0,55355.16,53975.2966,54504.937534,0.07,3
N,F,1499261.0,271.0,416816.2,392162.2286,412088.572919,0.49,9
N,F,1743837.0,64.0,109851.02,107391.7714,111341.524642,0.06,4
N,F,1743838.0,548.0,819428.46,775462.7723,805341.374081,1.14,21
N,F,2783279.0,98.0,146146.99,138433.3797,143697.758904,0.27,5
N,F,2846299.0,33.0,58044.03,55722.2688,59065.604928,0.04,1
N,F,15997.0,232.0,315779.54,296356.187,305113.3991,0.44,7
N,F,178503.0,282.0,408552.89,390283.2973,397274.082197,0.35,9
N,F,677357.0,178.0,295970.13,285668.0825,297805.436082,0.28,6
N,F,1504743.0,253.0,372768.07,351809.1329,366921.367692,0.52,10
N,F,1554271.0,562.0,858592.22,828676.3921,866132.990786,0.7,20
N,F,2521879.0,172.0,255482.12,244896.0092,252340.207276,0.23,7
N,F,2880462.0,96.0,120395.5,113000.695,118782.541924,0.32,6
N,F,2921717.0,68.0,120218.62,114258.6312,117356.216776,0.17,3
N,F,179335.0,361.0,587995.15,566629.5999,589734.549013,0.6,13
N,F,1651167.0,162.0,265612.89,252948.8868,262296.930364,0.3,7
N,F,1656044.0,49.0,60169.06,55355.5352,58123.31196,0.08,1
N,F,2097259.0,100.0,175589.81,171990.8973,180949.076894,0.12,4
N,F,149709.0,80.0,143858.47,138529.3322,144550.444251,0.31,5
N,F,462480.0,238.0,366384.96,353544.814,367994.318548,0.25,8
N,F,544807.0,45.0,64066.74,57660.066,59389.86798,0.2,2
N,F,701290.0,21.0,38883.23,38068.3688,40263.199088,0.06,2
N,F,1083849.0,215.0,271383.27,253876.0276,262179.530757,0.6,11
N,F,1227136.0,306.0,511403.37,489259.2614,504828.75295,0.4,11
N,F,1379574.0,188.0,267339.56,251132.0029,259460.484232,0.34,6
N,F,1687409.0,59.0,87724.95,80775.2946,83324.669304,0.24,3
N,F,1776126.0,33.0,53314.65,51405.5961,54915.68628,0.15,4
N,F,2032080.0,547.0,847902.23,816226.319,856994.367032,0.86,21
N,F,2126199.0,32.0,49024.52,47955.0356,50104.813176,0.05,3
N,F,2172182.0,35.0,61259.45,61259.45,64322.4225,0.0,1
N,F,2240008.0,126.0,174456.83,161441.7149,171957.247702,0.44,6
N,F,2262112.0,513.0,778464.64,749893.9244,775296.859424,0.72,17
N,F,2457051.0,66.0,87116.54,84887.4664,89322.652456,0.07,3
N,F,2817914.0,134.0,205164.28,190063.7179,198887.84845,0.42,5
N,F,2827446.0,244.0,340890.04,317389.9527,330888.741478,0.71,12
N,F,2827447.0,22.0,32062.8,32062.8,32062.8,0.0,1
N,F,1453363.0,302.0,467970.71,450803.2064,466663.621935,0.42,10
N,F,1617163.0,206.0,273644.76,258961.5848,269734.590349,0.33,6
N,F,2175560.0,110.0,199047.54,183120.9636,187475.863164,0.28,4
N,F,2426762.0,37.0,48237.64,46790.5108,48662.131232,0.03,1
N,F,2584988.0,38.0,53230.02,50568.519,51074.20419,0.05,1
N,F,109592.0,15.0,28298.55,25468.695,27251.50365,0.1,1
N,F,2270905.0,177.0,237606.55,227282.8085,234688.32942,0.23,6
N,F,2726791.0,1.0,1817.56,1763.0332,1815.924196,0.03,1
N,F,551213.0,392.0,613071.7,581899.7353,598696.93489,0.67,12
N,F,895373.0,237.0,375848.6,350258.5194,366327.207502,0.48,7
N,F,913578.0,507.0,758880.54,715280.0982,743861.994344,1.0,17
N,F,1067582.0,237.0,318676.87,304122.0158,312860.368312,0.38,9
N,F,1311740.0,7.0,9978.01,9179.7692,9822.353044,0.08,1
N,F,1506576.0,443.0,608991.53,587028.3272,607551.487723,0.79,19
N,F,1688453.0,422.0,655351.22,613032.7504,640192.269168,0.83,14
N,F,2015603.0,165.0,246276.21,233990.8968,243534.95908,0.29,5
N,F,2015604.0,69.0,116517.94,109369.6998,113061.084348,0.18,3
N,F,2224144.0,116.0,181216.23,170066.1723,177508.940394,0.31,5
N,F,2224145.0,126.0,226154.98,219045.2714,230380.745964,0.26,7
N,F,805462.0,296.0,406077.52,388501.3622,408019.781074,0.48,11
N,F,842339.0,363.0,582718.28,552256.9328,577049.273211,0.81,16
N,F,1437629.0,30.0,50846.4,46467.852,47073.32589,0.12,2
N,F,1809683.0,15.0,18150.3,17424.288,18121.25952,0.04,1
N,F,2025681.0,118.0,166686.98,154472.9319,162481.004736,0.4,6
N,F,2538432.0,359.0,524295.83,487899.3662,507878.881125,1.01,16
N,F,85375.0,63.0,93010.29,90305.3364,93776.089992,0.04,2
N,F,147847.0,110.0,133038.38,130099.9808,133180.26907,0.18,5
N,F,382020.0,13.0,18841.81,18276.5557,18824.852371,0.03,1
N,F,421524.0,135.0,180825.91,177963.7707,186131.086797,0.09,5
N,F,547388.0,219.0,310638.32,289219.2809,297216.611753,0.62,10
N,F,608999.0,62.0,84854.92,79752.0216,83739.62268,0.09,2
N,F,759198.0,298.0,399931.88,374944.8527,387233.089596,0.64,11
N,F,881514.0,30.0,52622.88,51283.0536,54200.796816,0.03,2
N,F,918803.0,96.0,150508.3,143418.2025,148375.274182,0.21,5
N,F,1272829.0,40.0,66010.76,62050.1144,63873.171456,0.12,2
N,F,1394584.0,96.0,143685.44,136384.516,142558.922894,0.18,3
N,F,1690143.0,82.0,116512.82,110303.2622,115053.260118,0.24,5
N,F,2199450.0,117.0,169581.3,160355.5662,171709.025382,0.21,4
N,F,2237487.0,358.0,578701.73,545418.0827,578145.207013,0.66,11
N,F,2239849.0,145.0,225020.03,219374.2445,232367.240525,0.19,6
N,F,2862694.0,86.0,158826.02,151459.0704,155444.116542,0.1,3
N,F,9150.0,109.0,154810.83,147819.0711,151254.77986,0.23,5
N,F,52049.0,101.0,156407.54,150590.207,154889.988946,0.29,7
N,F,914500.0,88.0,119728.34,113587.5218,116837.265228,0.2,4
N,F,914501.0,387.0,590963.88,556924.1212,575638.907267,0.9,16
N,F,1688613.0,71.0,97083.84,91407.9432,92829.11088,0.13,2
N,F,1804765.0,127.0,174609.21,168116.8423,175995.685558,0.19,5
N,F,2193348.0,289.0,404614.63,384041.3182,399483.833686,0.48,10
N,F,2788020.0,344.0,489910.31,464178.3472,481294.18138,0.55,11
N,F,2866085.0,395.0,612433.45,578551.4253,602942.733597,0.87,17
N,F,2899223.0,61.0,104636.02,96594.9916,100666.179592,0.16,3
N,F,55051.0,215.0,330285.19,316818.6309,336426.738012,0.55,12
N,F,57162.0,258.0,420542.5,399089.7335,414180.672054,0.47,10
N,F,624041.0,167.0,275797.64,262265.3012,273371.018558,0.46,8
